,goal_image,steering_user_id,reference_prompt,model,attempt,generated_image,prompt,dreamsim
17,https://storage.googleapis.com/promptsteering/c78d28e9-5f59-4982-b518-614e52d3cab7.png,609337515bc9469811c3486c,"A group of four books without titles. From left to right, the colors of the books are: blue, red, blue, red. The left two books are tall and the right two books are short. From left to right, the heights of the books are: tall, tall, short, short. The colors are vibrant. The books are vertical on a wooden shelf. The image is simple and realistic. This is a real image with four books.",dall-e-3,3,https://storage.googleapis.com/promptsteering/18f327c2-4a5b-4a63-8305-c952a66d6160.png,give me a close up of a small boock shelf with just six books three of them are blue and three of them are red the three and three books are separated by a wood panel,0.6041514277458191
18,https://storage.googleapis.com/promptsteering/c78d28e9-5f59-4982-b518-614e52d3cab7.png,609337515bc9469811c3486c,"A group of four books without titles. From left to right, the colors of the books are: blue, red, blue, red. The left two books are tall and the right two books are short. From left to right, the heights of the books are: tall, tall, short, short. The colors are vibrant. The books are vertical on a wooden shelf. The image is simple and realistic. This is a real image with four books.",dall-e-3,4,https://storage.googleapis.com/promptsteering/361955c8-f138-452f-ab26-09a2e8d159bf.png,"guve me a small book shelf with only 6 books, three of the books on the left are blue and three of the books on the right are red",0.6111129522323608
19,https://storage.googleapis.com/promptsteering/c78d28e9-5f59-4982-b518-614e52d3cab7.png,609337515bc9469811c3486c,"A group of four books without titles. From left to right, the colors of the books are: blue, red, blue, red. The left two books are tall and the right two books are short. From left to right, the heights of the books are: tall, tall, short, short. The colors are vibrant. The books are vertical on a wooden shelf. The image is simple and realistic. This is a real image with four books.",dall-e-3,5,https://storage.googleapis.com/promptsteering/ec89f109-74d6-4a66-bc43-42a79c25ca4b.png,give me a book shelf with three blue books and three red books,0.6530539989471436
20,https://storage.googleapis.com/promptsteering/c78d28e9-5f59-4982-b518-614e52d3cab7.png,66cf3ad4ea9839bf1a702316,"A group of four books without titles. From left to right, the colors of the books are: blue, red, blue, red. The left two books are tall and the right two books are short. From left to right, the heights of the books are: tall, tall, short, short. The colors are vibrant. The books are vertical on a wooden shelf. The image is simple and realistic. This is a real image with four books.",dall-e-3,1,https://storage.googleapis.com/promptsteering/b07dcc14-7297-4536-8e43-cc70228c2313.png,A shelf row with 3 blue and 3 Red books.,0.6703407764434814
21,https://storage.googleapis.com/promptsteering/c78d28e9-5f59-4982-b518-614e52d3cab7.png,66cf3ad4ea9839bf1a702316,"A group of four books without titles. From left to right, the colors of the books are: blue, red, blue, red. The left two books are tall and the right two books are short. From left to right, the heights of the books are: tall, tall, short, short. The colors are vibrant. The books are vertical on a wooden shelf. The image is simple and realistic. This is a real image with four books.",dall-e-3,2,https://storage.googleapis.com/promptsteering/e96e2702-e5f4-4f58-8efb-ca4d6e1c7ed3.png,A shelf row with only 3 blue and only 3 Red books.,0.7093851566314697
22,https://storage.googleapis.com/promptsteering/c78d28e9-5f59-4982-b518-614e52d3cab7.png,66cf3ad4ea9839bf1a702316,"A group of four books without titles. From left to right, the colors of the books are: blue, red, blue, red. The left two books are tall and the right two books are short. From left to right, the heights of the books are: tall, tall, short, short. The colors are vibrant. The books are vertical on a wooden shelf. The image is simple and realistic. This is a real image with four books.",dall-e-3,3,https://storage.googleapis.com/promptsteering/664476c5-db7c-4ce7-a17d-6bea0ebff292.png,One shelf row with only 3 blue and only 3 Red books.,0.8040294051170349
23,https://storage.googleapis.com/promptsteering/c78d28e9-5f59-4982-b518-614e52d3cab7.png,66cf3ad4ea9839bf1a702316,"A group of four books without titles. From left to right, the colors of the books are: blue, red, blue, red. The left two books are tall and the right two books are short. From left to right, the heights of the books are: tall, tall, short, short. The colors are vibrant. The books are vertical on a wooden shelf. The image is simple and realistic. This is a real image with four books.",dall-e-3,4,https://storage.googleapis.com/promptsteering/a38ed607-114c-4ec8-b1e7-9cff26f2de03.png,One shelf row with only 3 blue books on the left side and only 3 Red books on the right side. The shelf row should be divided into two.,0.5676965713500977
24,https://storage.googleapis.com/promptsteering/c78d28e9-5f59-4982-b518-614e52d3cab7.png,66cf3ad4ea9839bf1a702316,"A group of four books without titles. From left to right, the colors of the books are: blue, red, blue, red. The left two books are tall and the right two books are short. From left to right, the heights of the books are: tall, tall, short, short. The colors are vibrant. The books are vertical on a wooden shelf. The image is simple and realistic. This is a real image with four books.",dall-e-3,5,https://storage.googleapis.com/promptsteering/d512e8cd-d438-45f4-a32b-b0db8e500a5c.png,One shelf row with only 3 plain blue books on the left side and only 3 plain Red books on the right side. The shelf row should be divided into two.,0.6595544815063477
25,https://storage.googleapis.com/promptsteering/c78d28e9-5f59-4982-b518-614e52d3cab7.png,66f93cc8e6f967889ef2e4b6,"A group of four books without titles. From left to right, the colors of the books are: blue, red, blue, red. The left two books are tall and the right two books are short. From left to right, the heights of the books are: tall, tall, short, short. The colors are vibrant. The books are vertical on a wooden shelf. The image is simple and realistic. This is a real image with four books.",dall-e-3,1,https://storage.googleapis.com/promptsteering/1d330988-c2b6-4677-a7e8-4be014c2ed55.png,"A close up view of a wooden bookshelf with blue books on the left and red books on the right, in separate spaces",0.5757614374160767
26,https://storage.googleapis.com/promptsteering/c78d28e9-5f59-4982-b518-614e52d3cab7.png,66f93cc8e6f967889ef2e4b6,"A group of four books without titles. From left to right, the colors of the books are: blue, red, blue, red. The left two books are tall and the right two books are short. From left to right, the heights of the books are: tall, tall, short, short. The colors are vibrant. The books are vertical on a wooden shelf. The image is simple and realistic. This is a real image with four books.",dall-e-3,2,https://storage.googleapis.com/promptsteering/fb9193f8-f2b7-4948-b471-99322a1f3df3.png,"A close up view of a wooden bookshelf, zoomed in to show only two top sections with blue books on the left section and red books on the right one",0.6836720705032349
27,https://storage.googleapis.com/promptsteering/c78d28e9-5f59-4982-b518-614e52d3cab7.png,66f93cc8e6f967889ef2e4b6,"A group of four books without titles. From left to right, the colors of the books are: blue, red, blue, red. The left two books are tall and the right two books are short. From left to right, the heights of the books are: tall, tall, short, short. The colors are vibrant. The books are vertical on a wooden shelf. The image is simple and realistic. This is a real image with four books.",dall-e-3,3,https://storage.googleapis.com/promptsteering/4273ac73-0cec-49d8-b9a1-05b715ae8489.png,"A close up view of a wooden bookshelf, zoomed in to show only two top sections with blue books on the left section and red books on the right one",0.5827066898345947
28,https://storage.googleapis.com/promptsteering/c78d28e9-5f59-4982-b518-614e52d3cab7.png,66f93cc8e6f967889ef2e4b6,"A group of four books without titles. From left to right, the colors of the books are: blue, red, blue, red. The left two books are tall and the right two books are short. From left to right, the heights of the books are: tall, tall, short, short. The colors are vibrant. The books are vertical on a wooden shelf. The image is simple and realistic. This is a real image with four books.",dall-e-3,4,https://storage.googleapis.com/promptsteering/49ebaf83-3cb7-4f32-9507-3e77d4631456.png,"A close up view of a wooden bookshelf, zoomed in so close showing only two sections, separated with a wooden barrier, with blue books on the left section and red books on the right one",0.6846721172332764
29,https://storage.googleapis.com/promptsteering/c78d28e9-5f59-4982-b518-614e52d3cab7.png,66f93cc8e6f967889ef2e4b6,"A group of four books without titles. From left to right, the colors of the books are: blue, red, blue, red. The left two books are tall and the right two books are short. From left to right, the heights of the books are: tall, tall, short, short. The colors are vibrant. The books are vertical on a wooden shelf. The image is simple and realistic. This is a real image with four books.",dall-e-3,5,https://storage.googleapis.com/promptsteering/f73cd736-4489-45c4-8914-e9a403f40dd4.png,"A close up view of a wooden bookshelf, zoomed in even closer showing only two sections, separated with a wooden barrier, with blue books on the left section and red books on the right one. We can see details of the books closely",0.6148337125778198
30,https://storage.googleapis.com/promptsteering/c78d28e9-5f59-4982-b518-614e52d3cab7.png,6503444cd88ba9004224b69e,"A group of four books without titles. From left to right, the colors of the books are: blue, red, blue, red. The left two books are tall and the right two books are short. From left to right, the heights of the books are: tall, tall, short, short. The colors are vibrant. The books are vertical on a wooden shelf. The image is simple and realistic. This is a real image with four books.",dall-e-3,1,https://storage.googleapis.com/promptsteering/c7bd489b-0241-499f-a1e2-4b864b01e9b4.png,books on a bookself,0.41045862436294556
31,https://storage.googleapis.com/promptsteering/c78d28e9-5f59-4982-b518-614e52d3cab7.png,6503444cd88ba9004224b69e,"A group of four books without titles. From left to right, the colors of the books are: blue, red, blue, red. The left two books are tall and the right two books are short. From left to right, the heights of the books are: tall, tall, short, short. The colors are vibrant. The books are vertical on a wooden shelf. The image is simple and realistic. This is a real image with four books.",dall-e-3,2,https://storage.googleapis.com/promptsteering/e82c2648-254a-4056-ae89-9275566019e0.png,6 books on a bookself,0.501496434211731
32,https://storage.googleapis.com/promptsteering/c78d28e9-5f59-4982-b518-614e52d3cab7.png,6503444cd88ba9004224b69e,"A group of four books without titles. From left to right, the colors of the books are: blue, red, blue, red. The left two books are tall and the right two books are short. From left to right, the heights of the books are: tall, tall, short, short. The colors are vibrant. The books are vertical on a wooden shelf. The image is simple and realistic. This is a real image with four books.",dall-e-3,3,https://storage.googleapis.com/promptsteering/c01602de-0980-41a1-8e65-b4be7a9cbb6b.png,6 blue and red books on a book self,0.7023778557777405
33,https://storage.googleapis.com/promptsteering/c78d28e9-5f59-4982-b518-614e52d3cab7.png,6503444cd88ba9004224b69e,"A group of four books without titles. From left to right, the colors of the books are: blue, red, blue, red. The left two books are tall and the right two books are short. From left to right, the heights of the books are: tall, tall, short, short. The colors are vibrant. The books are vertical on a wooden shelf. The image is simple and realistic. This is a real image with four books.",dall-e-3,4,https://storage.googleapis.com/promptsteering/2221c342-277c-4ed3-bd5c-c93e68afe002.png,3 blue books and 3 red books on a book self,0.7066583633422852
34,https://storage.googleapis.com/promptsteering/c78d28e9-5f59-4982-b518-614e52d3cab7.png,6503444cd88ba9004224b69e,"A group of four books without titles. From left to right, the colors of the books are: blue, red, blue, red. The left two books are tall and the right two books are short. From left to right, the heights of the books are: tall, tall, short, short. The colors are vibrant. The books are vertical on a wooden shelf. The image is simple and realistic. This is a real image with four books.",dall-e-3,5,https://storage.googleapis.com/promptsteering/76c8ec03-6765-4a64-91e0-b6ad2aac7642.png,6 books on one book self,0.5090884566307068
35,https://storage.googleapis.com/promptsteering/c78d28e9-5f59-4982-b518-614e52d3cab7.png,6033371a9c4b053d8a749419,"A group of four books without titles. From left to right, the colors of the books are: blue, red, blue, red. The left two books are tall and the right two books are short. From left to right, the heights of the books are: tall, tall, short, short. The colors are vibrant. The books are vertical on a wooden shelf. The image is simple and realistic. This is a real image with four books.",dall-e-3,1,https://storage.googleapis.com/promptsteering/ca35d43e-b625-43cd-a095-fb7ea0bbb57a.png,"A wooden bookshelf with a set of three blue books and a set of three red books, with a divider between the two sets",0.6919349431991577
36,https://storage.googleapis.com/promptsteering/c78d28e9-5f59-4982-b518-614e52d3cab7.png,6033371a9c4b053d8a749419,"A group of four books without titles. From left to right, the colors of the books are: blue, red, blue, red. The left two books are tall and the right two books are short. From left to right, the heights of the books are: tall, tall, short, short. The colors are vibrant. The books are vertical on a wooden shelf. The image is simple and realistic. This is a real image with four books.",dall-e-3,2,https://storage.googleapis.com/promptsteering/0edaa9ee-d788-4fbf-ac27-770d8c6bdda3.png,"A closeup of a wooden bookshelf with a set of three blue books and a set of three red books, with a divider between the two sets. The frame is facing the spines of the books head-on",0.7619809508323669
37,https://storage.googleapis.com/promptsteering/c78d28e9-5f59-4982-b518-614e52d3cab7.png,6033371a9c4b053d8a749419,"A group of four books without titles. From left to right, the colors of the books are: blue, red, blue, red. The left two books are tall and the right two books are short. From left to right, the heights of the books are: tall, tall, short, short. The colors are vibrant. The books are vertical on a wooden shelf. The image is simple and realistic. This is a real image with four books.",dall-e-3,3,https://storage.googleapis.com/promptsteering/79a00c16-eac5-4b6a-92c2-c477ad7d78ed.png,"A closeup of a plain wooden bookshelf with a set of three plain blue books and a set of three plain red books, with a vertical divider between the two sets. The frame is facing the spines of the books head-on",0.7380990982055664
38,https://storage.googleapis.com/promptsteering/c78d28e9-5f59-4982-b518-614e52d3cab7.png,6033371a9c4b053d8a749419,"A group of four books without titles. From left to right, the colors of the books are: blue, red, blue, red. The left two books are tall and the right two books are short. From left to right, the heights of the books are: tall, tall, short, short. The colors are vibrant. The books are vertical on a wooden shelf. The image is simple and realistic. This is a real image with four books.",dall-e-3,4,https://storage.googleapis.com/promptsteering/c1a032c9-19ea-4dc6-8093-d84d8cd8f36a.png,A closeup of a plain wooden bookshelf with two sets of three plain books. The set on the left is blue and the set on the right is red. There's a vertical divider between the two sets. The frame is facing the spines of the books head-on,0.6270914673805237
39,https://storage.googleapis.com/promptsteering/c78d28e9-5f59-4982-b518-614e52d3cab7.png,6033371a9c4b053d8a749419,"A group of four books without titles. From left to right, the colors of the books are: blue, red, blue, red. The left two books are tall and the right two books are short. From left to right, the heights of the books are: tall, tall, short, short. The colors are vibrant. The books are vertical on a wooden shelf. The image is simple and realistic. This is a real image with four books.",dall-e-3,5,https://storage.googleapis.com/promptsteering/eab2e205-9f01-46ee-8e14-67fd2886fdb8.png,A closeup of a plain wooden bookshelf with two sets of three plain books. The set on the left is blue and the set on the right is red. There's a divider between the two sets. The frame is facing the spines of the books head-on,0.6467214822769165
40,https://storage.googleapis.com/promptsteering/c78d28e9-5f59-4982-b518-614e52d3cab7.png,67238722965d3602648e93e0,"A group of four books without titles. From left to right, the colors of the books are: blue, red, blue, red. The left two books are tall and the right two books are short. From left to right, the heights of the books are: tall, tall, short, short. The colors are vibrant. The books are vertical on a wooden shelf. The image is simple and realistic. This is a real image with four books.",dall-e-3,1,https://storage.googleapis.com/promptsteering/21dedaf0-6dd4-4e19-93fd-1aedfed218ab.png,Wooden bookshelf with blue books on the left and red books on the right with a separation in the middle of the two different color books.,0.5501173734664917
41,https://storage.googleapis.com/promptsteering/c78d28e9-5f59-4982-b518-614e52d3cab7.png,67238722965d3602648e93e0,"A group of four books without titles. From left to right, the colors of the books are: blue, red, blue, red. The left two books are tall and the right two books are short. From left to right, the heights of the books are: tall, tall, short, short. The colors are vibrant. The books are vertical on a wooden shelf. The image is simple and realistic. This is a real image with four books.",dall-e-3,2,https://storage.googleapis.com/promptsteering/a588e5e2-cfc2-4293-9c5d-161d2586cb75.png,One shelf of a wooden bookshelf with blue books on the left and red books on the right with a separation in the middle of the two different color books.,0.643325924873352
42,https://storage.googleapis.com/promptsteering/c78d28e9-5f59-4982-b518-614e52d3cab7.png,67238722965d3602648e93e0,"A group of four books without titles. From left to right, the colors of the books are: blue, red, blue, red. The left two books are tall and the right two books are short. From left to right, the heights of the books are: tall, tall, short, short. The colors are vibrant. The books are vertical on a wooden shelf. The image is simple and realistic. This is a real image with four books.",dall-e-3,3,https://storage.googleapis.com/promptsteering/320a3dd3-abda-4ace-b684-360fd26e5885.png,Zoom in on one shelf of a wooden bookshelf with blue books on the left and red books on the right with a separation in the middle of the two different color books.,0.5626403093338013
43,https://storage.googleapis.com/promptsteering/c78d28e9-5f59-4982-b518-614e52d3cab7.png,67238722965d3602648e93e0,"A group of four books without titles. From left to right, the colors of the books are: blue, red, blue, red. The left two books are tall and the right two books are short. From left to right, the heights of the books are: tall, tall, short, short. The colors are vibrant. The books are vertical on a wooden shelf. The image is simple and realistic. This is a real image with four books.",dall-e-3,4,https://storage.googleapis.com/promptsteering/72a75fe4-ff82-4db3-8ae0-0e559bc64eb7.png,Zoomed in on one shelf of a wooden bookshelf with blue books on the left and red books on the right with a separation in the middle of the two different color books.,0.5045602321624756
44,https://storage.googleapis.com/promptsteering/c78d28e9-5f59-4982-b518-614e52d3cab7.png,67238722965d3602648e93e0,"A group of four books without titles. From left to right, the colors of the books are: blue, red, blue, red. The left two books are tall and the right two books are short. From left to right, the heights of the books are: tall, tall, short, short. The colors are vibrant. The books are vertical on a wooden shelf. The image is simple and realistic. This is a real image with four books.",dall-e-3,5,https://storage.googleapis.com/promptsteering/da3da01d-91b0-4fdd-88c0-f167497dd028.png,Zoom in on one shelf of a wooden bookshelf with blue books on the left and red books on the right with a separation in the middle of the two different color books.,0.6222842931747437
45,https://storage.googleapis.com/promptsteering/c78d28e9-5f59-4982-b518-614e52d3cab7.png,5f1f3c16c16ecb113825c502,"A group of four books without titles. From left to right, the colors of the books are: blue, red, blue, red. The left two books are tall and the right two books are short. From left to right, the heights of the books are: tall, tall, short, short. The colors are vibrant. The books are vertical on a wooden shelf. The image is simple and realistic. This is a real image with four books.",dall-e-3,1,https://storage.googleapis.com/promptsteering/3b13de53-4cf6-47e9-97ff-ff639f810f02.png,6 books on a shelf,0.5034449100494385
46,https://storage.googleapis.com/promptsteering/c78d28e9-5f59-4982-b518-614e52d3cab7.png,5f1f3c16c16ecb113825c502,"A group of four books without titles. From left to right, the colors of the books are: blue, red, blue, red. The left two books are tall and the right two books are short. From left to right, the heights of the books are: tall, tall, short, short. The colors are vibrant. The books are vertical on a wooden shelf. The image is simple and realistic. This is a real image with four books.",dall-e-3,2,https://storage.googleapis.com/promptsteering/15a09e50-25b9-4d01-b605-8a3766065603.png,"six books on a shelf displaying their spines. the spines are blank. three books are blue on the left side and three are red on the right side, with a shelf partition in the center.",0.7252635359764099
47,https://storage.googleapis.com/promptsteering/c78d28e9-5f59-4982-b518-614e52d3cab7.png,5f1f3c16c16ecb113825c502,"A group of four books without titles. From left to right, the colors of the books are: blue, red, blue, red. The left two books are tall and the right two books are short. From left to right, the heights of the books are: tall, tall, short, short. The colors are vibrant. The books are vertical on a wooden shelf. The image is simple and realistic. This is a real image with four books.",dall-e-3,3,https://storage.googleapis.com/promptsteering/d0adae16-021d-4035-8986-c0a591ddb0df.png,"six books on a shelf displaying their spines. the spines are blank. three books are blue on the left side and three are red on the right side, with a shelf partition in the center. zoom in to show six individual books. three in each square of the shelf.",0.6739487648010254
