goal_image,steering_user_id,reference_prompt,reference_seed,model,attempt,generated_image,prompt,seed,dreamsim
https://storage.googleapis.com/promptsteering/907fcd6a-df58-4dcf-a10a-38362dc59e95.png,67cb608c6f77f322ea1c0af7,"a modern kitchen with light wood cabinets, black countertops, and stainless steel appliances. There is a large round mirror on the wall, and a white chair in front of it. The floor is covered in light wood flooring.",965533957,sd3.5-large-turbo,1,https://storage.googleapis.com/promptsteering/0bafcc4c-fef4-45f5-b90d-ae4d48247278.png,a dinning in the kitchen with one chair and a stool,4190976677,0.5525872707366943
https://storage.googleapis.com/promptsteering/907fcd6a-df58-4dcf-a10a-38362dc59e95.png,67cb608c6f77f322ea1c0af7,"a modern kitchen with light wood cabinets, black countertops, and stainless steel appliances. There is a large round mirror on the wall, and a white chair in front of it. The floor is covered in light wood flooring.",965533957,sd3.5-large-turbo,2,https://storage.googleapis.com/promptsteering/6ce229a4-9a6f-49b3-9c12-685c2872074f.png,"a dinning in the kitchen with a kitchen top where people take ther meal and with a chair
",4032665208,0.5187680125236511
https://storage.googleapis.com/promptsteering/907fcd6a-df58-4dcf-a10a-38362dc59e95.png,67cb608c6f77f322ea1c0af7,"a modern kitchen with light wood cabinets, black countertops, and stainless steel appliances. There is a large round mirror on the wall, and a white chair in front of it. The floor is covered in light wood flooring.",965533957,sd3.5-large-turbo,3,https://storage.googleapis.com/promptsteering/ae190f27-6b9b-410a-b08b-cd9b02b6af8a.png,"morden kitchen top 
",4032665208,0.4944590926170349
https://storage.googleapis.com/promptsteering/907fcd6a-df58-4dcf-a10a-38362dc59e95.png,67cb608c6f77f322ea1c0af7,"a modern kitchen with light wood cabinets, black countertops, and stainless steel appliances. There is a large round mirror on the wall, and a white chair in front of it. The floor is covered in light wood flooring.",965533957,sd3.5-large-turbo,4,https://storage.googleapis.com/promptsteering/f41337b4-4b80-4e66-b16a-fb4568b64bb1.png,"morden kitchen top with a chair and a stool 
",4032665208,0.6185364127159119
https://storage.googleapis.com/promptsteering/907fcd6a-df58-4dcf-a10a-38362dc59e95.png,67cb608c6f77f322ea1c0af7,"a modern kitchen with light wood cabinets, black countertops, and stainless steel appliances. There is a large round mirror on the wall, and a white chair in front of it. The floor is covered in light wood flooring.",965533957,sd3.5-large-turbo,5,https://storage.googleapis.com/promptsteering/7701204e-69e0-4797-a768-7ca3fb599618.png,"morden kitchen top with a chair and a stool and the lightings and make the chair white
",4032665208,0.6500245928764343
https://storage.googleapis.com/promptsteering/d23db256-c5e8-479e-b2cf-3d0b19fb8b84.png,67cb608c6f77f322ea1c0af7,"A pink background with a white outline in the shape of a playing card. Inside the card, the word ""NOU"" is written in black text, with two arrows pointing at the letters ""NO"". The word ""NOU"" is in a bold, sans-serif font. The style of the image is a minimalist vector graphic.",1667240758,sd3.5-large-turbo,1,https://storage.googleapis.com/promptsteering/c69c2a38-1dcb-4500-ad5f-d16905fcc991.png,generate a play card,642204198,0.4913142919540405
https://storage.googleapis.com/promptsteering/d23db256-c5e8-479e-b2cf-3d0b19fb8b84.png,67cb608c6f77f322ea1c0af7,"A pink background with a white outline in the shape of a playing card. Inside the card, the word ""NOU"" is written in black text, with two arrows pointing at the letters ""NO"". The word ""NOU"" is in a bold, sans-serif font. The style of the image is a minimalist vector graphic.",1667240758,sd3.5-large-turbo,2,https://storage.googleapis.com/promptsteering/04b7fd35-7acb-47b2-b4d1-304f1035148d.png,generate a play card make it a single card ,642204198,0.39110368490219116
https://storage.googleapis.com/promptsteering/d23db256-c5e8-479e-b2cf-3d0b19fb8b84.png,67cb608c6f77f322ea1c0af7,"A pink background with a white outline in the shape of a playing card. Inside the card, the word ""NOU"" is written in black text, with two arrows pointing at the letters ""NO"". The word ""NOU"" is in a bold, sans-serif font. The style of the image is a minimalist vector graphic.",1667240758,sd3.5-large-turbo,3,https://storage.googleapis.com/promptsteering/8c6e2ee5-3e99-45ad-ae99-c7878c3a1133.png,generate a play card make it a single card use a space kind ,642204198,0.37680983543395996
https://storage.googleapis.com/promptsteering/d23db256-c5e8-479e-b2cf-3d0b19fb8b84.png,67cb608c6f77f322ea1c0af7,"A pink background with a white outline in the shape of a playing card. Inside the card, the word ""NOU"" is written in black text, with two arrows pointing at the letters ""NO"". The word ""NOU"" is in a bold, sans-serif font. The style of the image is a minimalist vector graphic.",1667240758,sd3.5-large-turbo,4,https://storage.googleapis.com/promptsteering/742fc02b-6c17-463a-b801-ecfa20be1103.png,generate a play card make it a single card use a space kind colour the backgroung pink and make the card pink too,1667240758,0.565526008605957
https://storage.googleapis.com/promptsteering/d23db256-c5e8-479e-b2cf-3d0b19fb8b84.png,67cb608c6f77f322ea1c0af7,"A pink background with a white outline in the shape of a playing card. Inside the card, the word ""NOU"" is written in black text, with two arrows pointing at the letters ""NO"". The word ""NOU"" is in a bold, sans-serif font. The style of the image is a minimalist vector graphic.",1667240758,sd3.5-large-turbo,5,https://storage.googleapis.com/promptsteering/0f6aee48-2ae3-40f7-96e6-842c58b9e8fb.png,generate a play card make it a single card use a space kind colour the backgroung pink and make the card pink too using one card write the word NOU kindly let it be a single card,642204198,0.6031727194786072
https://storage.googleapis.com/promptsteering/807bf75b-b786-403b-8047-f7b9a2626c9f.png,5ffbb9b7fded4e0db634884f,A Mercedes-Benz Stadium with a glass exterior and a retractable roof. It also has solar panels on the roof. The stadium is surrounded by trees and a parking lot. The image is from a high angle and shows the stadium in the distance. The Mercedes-Benz logo is prominently displayed on the side of the glass structure and the  words “Mercedes-Benz STADIUM” are written across the top of the stadium. The style is 3D render.,928361784,sd3.5-large-turbo,1,https://storage.googleapis.com/promptsteering/60f6348b-4352-41f7-921a-f8eb515977ab.png,"a black and grey stadium at least , 4 levels with the logo of Mercedes /the roof grill like and black sorrounded with a light grey edge ",2107159271,0.4647899866104126
https://storage.googleapis.com/promptsteering/807bf75b-b786-403b-8047-f7b9a2626c9f.png,5ffbb9b7fded4e0db634884f,A Mercedes-Benz Stadium with a glass exterior and a retractable roof. It also has solar panels on the roof. The stadium is surrounded by trees and a parking lot. The image is from a high angle and shows the stadium in the distance. The Mercedes-Benz logo is prominently displayed on the side of the glass structure and the  words “Mercedes-Benz STADIUM” are written across the top of the stadium. The style is 3D render.,928361784,sd3.5-large-turbo,2,https://storage.googleapis.com/promptsteering/fc61046a-d36e-4b44-85b1-0a2addead1c4.png,"a black and grey stadium at least , 4 levels with the logo of Mercedes /the roof grill like and black sorrounded with a light grey edge ",2107159271,0.4647899866104126
https://storage.googleapis.com/promptsteering/807bf75b-b786-403b-8047-f7b9a2626c9f.png,5ffbb9b7fded4e0db634884f,A Mercedes-Benz Stadium with a glass exterior and a retractable roof. It also has solar panels on the roof. The stadium is surrounded by trees and a parking lot. The image is from a high angle and shows the stadium in the distance. The Mercedes-Benz logo is prominently displayed on the side of the glass structure and the  words “Mercedes-Benz STADIUM” are written across the top of the stadium. The style is 3D render.,928361784,sd3.5-large-turbo,3,https://storage.googleapis.com/promptsteering/ccf37242-e785-4e50-bd14-21d09e178294.png,"a black and grey stadium at least , 4 levels with the logo of Mercedes /the roof grill like and black sorrounded with a light grey edge ,make it an aerial view of the arena or stadium like looking at it from a distance and high up",2107159271,0.6346826553344727
https://storage.googleapis.com/promptsteering/807bf75b-b786-403b-8047-f7b9a2626c9f.png,5ffbb9b7fded4e0db634884f,A Mercedes-Benz Stadium with a glass exterior and a retractable roof. It also has solar panels on the roof. The stadium is surrounded by trees and a parking lot. The image is from a high angle and shows the stadium in the distance. The Mercedes-Benz logo is prominently displayed on the side of the glass structure and the  words “Mercedes-Benz STADIUM” are written across the top of the stadium. The style is 3D render.,928361784,sd3.5-large-turbo,4,https://storage.googleapis.com/promptsteering/443ad498-8ab4-4974-bd04-7cdbb5863de8.png,"a black and grey stadium at least , 4 levels with the logo of Mercedes /the roof grill like and black sorrounded with a light grey edge ,make it an aerial view of the arena or stadium like looking at it from a distance and high up,now increase the distance from where one would be viewing from such that one can see tress sorrounding the arena as well jusst few trees of two sides of the arena that are visible from this longer distance",928361784,0.7082006335258484
https://storage.googleapis.com/promptsteering/807bf75b-b786-403b-8047-f7b9a2626c9f.png,5ffbb9b7fded4e0db634884f,A Mercedes-Benz Stadium with a glass exterior and a retractable roof. It also has solar panels on the roof. The stadium is surrounded by trees and a parking lot. The image is from a high angle and shows the stadium in the distance. The Mercedes-Benz logo is prominently displayed on the side of the glass structure and the  words “Mercedes-Benz STADIUM” are written across the top of the stadium. The style is 3D render.,928361784,sd3.5-large-turbo,5,https://storage.googleapis.com/promptsteering/5034b77a-a41f-47c8-bbfe-edf2150bd017.png,"a black and grey stadium at least , 4 levels with the logo of Mercedes /the roof grill like and black sorrounded with a light grey edge ,make it an aerial view of the arena or stadium like looking at it from a distance and high up,now increase the distance from where one would be viewing from such that one can see tress sorrounding the arena as well jusst few trees of two sides of the arena that are visible from this longer distance, now make the arena more squarely than round with blunt edges the Mercedes  logo more visible",928361784,0.6772727966308594
https://storage.googleapis.com/promptsteering/ff9e5ec4-9a7b-4687-beb7-dffcec53ce5e.png,5ffbb9b7fded4e0db634884f,"A dark colored house with many windows, with the garage open. The house is surrounded by trees in the night and has a path leading up to the front door. The house is modern and has a flat roof. The image is a photograph and the house seems to be empty with no people inside.",2098865906,sd3.5-large-turbo,1,https://storage.googleapis.com/promptsteering/ef7c0035-957a-47ee-9b1c-9951f0a30959.png,"generate a typical American style house ,with two floors viewed from atleast 20 metres ,the house should have a 2 metres drive way with a paved walkway in the middle of this drive way ,the paveway ends at the main entrance of the house where there are two windows on the left of thje door and the right of the door is a garage door white in color there are six windows on the top floor ,two big and four slim once and its an evenig atmosphere with lights on visible through all the windows",3357271181,0.6050136089324951
https://storage.googleapis.com/promptsteering/ff9e5ec4-9a7b-4687-beb7-dffcec53ce5e.png,5ffbb9b7fded4e0db634884f,"A dark colored house with many windows, with the garage open. The house is surrounded by trees in the night and has a path leading up to the front door. The house is modern and has a flat roof. The image is a photograph and the house seems to be empty with no people inside.",2098865906,sd3.5-large-turbo,2,https://storage.googleapis.com/promptsteering/a3e904e4-bf7d-4dd0-aaf1-5b6b3c7d2cd3.png,"generate a typical American style house ,with two floors viewed from atleast 20 metres ,the house should have a 2 metres drive way with a paved walkway in the middle of this drive way ,the paveway ends at the main entrance of the house where there are two windows on the left of thje door and the right of the door is a garage door white in color there are six windows on the top floor ,two big and four slim once and its an evenig atmosphere with lights on visible through all the windows,make it two storey with the seecond floor having more windows and the first floor should have a garage dooe on the right",2098865906,0.689205527305603
https://storage.googleapis.com/promptsteering/ff9e5ec4-9a7b-4687-beb7-dffcec53ce5e.png,5ffbb9b7fded4e0db634884f,"A dark colored house with many windows, with the garage open. The house is surrounded by trees in the night and has a path leading up to the front door. The house is modern and has a flat roof. The image is a photograph and the house seems to be empty with no people inside.",2098865906,sd3.5-large-turbo,3,https://storage.googleapis.com/promptsteering/87b267a9-242f-45eb-a04e-6743860aa7ce.png,"generate a typical American style house ,with two floors viewed from atleast 20 metres ,the house should have a 2 metres drive way with a paved walkway in the middle of this drive way ,the paveway ends at the main entrance of the house where there are two windows on the left of thje door and the right of the door is a garage door white in color there are six windows on the top floor ,two big and four slim once and its an evenig atmosphere with lights on visible through all the windows,make it two storey with the seecond floor having more windows and the first floor should have a garage dooe on the right.great the garage door on the left put windows there instead",2098865906,0.689205527305603
https://storage.googleapis.com/promptsteering/ff9e5ec4-9a7b-4687-beb7-dffcec53ce5e.png,5ffbb9b7fded4e0db634884f,"A dark colored house with many windows, with the garage open. The house is surrounded by trees in the night and has a path leading up to the front door. The house is modern and has a flat roof. The image is a photograph and the house seems to be empty with no people inside.",2098865906,sd3.5-large-turbo,4,https://storage.googleapis.com/promptsteering/a42276aa-a062-4cec-af07-131f68af895a.png,"generate a typical American style house ,with two floors viewed from atleast 20 metres ,the house should have a 2 metres drive way with a paved walkway in the middle of this drive way ,the paveway ends at the main entrance of the house where there are two windows on the left of thje door and the right of the door is a garage door white in color there are six windows on the top floor ,two big and four slim once and its an evenig atmosphere with lights on visible through all the windows,make it two storey with the seecond floor having more windows and the first floor should have a garage dooe on the right.great the garage door on the left put windows there instead,make the house made of red brick ",2098865906,0.689205527305603
https://storage.googleapis.com/promptsteering/ff9e5ec4-9a7b-4687-beb7-dffcec53ce5e.png,5ffbb9b7fded4e0db634884f,"A dark colored house with many windows, with the garage open. The house is surrounded by trees in the night and has a path leading up to the front door. The house is modern and has a flat roof. The image is a photograph and the house seems to be empty with no people inside.",2098865906,sd3.5-large-turbo,5,https://storage.googleapis.com/promptsteering/601cc813-27fb-42a4-a084-f55192923de5.png,"generate a typical American style house ,with two floors viewed from atleast 20 metres ,the house should have a 2 metres drive way with a paved walkway in the middle of this drive way ,the paveway ends at the main entrance of the house where there are two windows on the left of thje door and the right of the door is a garage door white in color there are six windows on the top floor ,two big and four slim once and its an evenig atmosphere with lights on visible through all the windows,make it two storey with the seecond floor having more windows and the first floor should have a garage dooe on the right.great the garage door on the left put windows there instead,make the house made of red brick ,the house should be red brick 
",1786887863,0.6897152066230774
https://storage.googleapis.com/promptsteering/539f5dcf-c580-4581-a358-0158ffbc65f4.png,5ca9f1578d77140001bac8dc,A marble-floored foyer with a curved staircase. There is a crystal chandelier hanging from the coffered ceiling and two marble statues of men in niches on either side of a central table. On the table is an arrangement of flowers in a vase. There are two chairs placed opposite each other near the table. The walls are decorated with pilasters and the floor has a Greek key border. The image is in the classical style and conveys a sense of luxury and grandeur.,2491693063,sd3.5-large-turbo,1,https://storage.googleapis.com/promptsteering/6b99d2d3-1395-4790-bfee-f228bf9c3371.png,An elegant house with white floor and black patterns. There are stairs going up to the right. Two status on the two sides of the room. A black and white table and chairs in the middle. A chandelier hanging from the ceiling. Warm yellow lights.,2491693063,0.7441084384918213
https://storage.googleapis.com/promptsteering/539f5dcf-c580-4581-a358-0158ffbc65f4.png,5ca9f1578d77140001bac8dc,A marble-floored foyer with a curved staircase. There is a crystal chandelier hanging from the coffered ceiling and two marble statues of men in niches on either side of a central table. On the table is an arrangement of flowers in a vase. There are two chairs placed opposite each other near the table. The walls are decorated with pilasters and the floor has a Greek key border. The image is in the classical style and conveys a sense of luxury and grandeur.,2491693063,sd3.5-large-turbo,2,https://storage.googleapis.com/promptsteering/97886451-d4f9-4fb1-ab17-eef236bc54a6.png,An elegant house with white floor and black patterns. There are stairs going up to the right. Two status on the two sides of the room. A black and white table and chairs in the middle. A chandelier hanging from the ceiling. Warm yellow lights. There is a flower on the table. The statues are those greek type. You can only see the stari going up to the right.,2491693063,0.6999762058258057
https://storage.googleapis.com/promptsteering/539f5dcf-c580-4581-a358-0158ffbc65f4.png,5ca9f1578d77140001bac8dc,A marble-floored foyer with a curved staircase. There is a crystal chandelier hanging from the coffered ceiling and two marble statues of men in niches on either side of a central table. On the table is an arrangement of flowers in a vase. There are two chairs placed opposite each other near the table. The walls are decorated with pilasters and the floor has a Greek key border. The image is in the classical style and conveys a sense of luxury and grandeur.,2491693063,sd3.5-large-turbo,3,https://storage.googleapis.com/promptsteering/671fa069-41c2-4feb-855a-8270712fafd1.png,An elegant house with white floor and black patterns. There are stairs going up to the right. Two status on the two sides of the room. A black and white table and chairs in the middle. A chandelier hanging from the ceiling. Warm yellow lights. There is a flower on the table. The statues are those greek type. You can only see the stari going up to the right. There are no windows visible. There is light coming from the ceiling,1140431615,0.6958715915679932
https://storage.googleapis.com/promptsteering/539f5dcf-c580-4581-a358-0158ffbc65f4.png,5ca9f1578d77140001bac8dc,A marble-floored foyer with a curved staircase. There is a crystal chandelier hanging from the coffered ceiling and two marble statues of men in niches on either side of a central table. On the table is an arrangement of flowers in a vase. There are two chairs placed opposite each other near the table. The walls are decorated with pilasters and the floor has a Greek key border. The image is in the classical style and conveys a sense of luxury and grandeur.,2491693063,sd3.5-large-turbo,4,https://storage.googleapis.com/promptsteering/83826111-e930-4485-b1ad-ccaf8409d1fe.png,An elegant house with white floor and black patterns. There are stairs going up to the right. Two status on the two sides of the room. A black and white table and chairs in the middle. A chandelier hanging from the ceiling. Warm yellow lights. There is a flower on the table. The statues are those greek type. You can only see the stari going up to the right. There are no windows visible. There is light coming from the ceiling. The floor is white and has black lines on it randomly. The table and the chairs are in a black circle,1803065012,0.7310028076171875
https://storage.googleapis.com/promptsteering/539f5dcf-c580-4581-a358-0158ffbc65f4.png,5ca9f1578d77140001bac8dc,A marble-floored foyer with a curved staircase. There is a crystal chandelier hanging from the coffered ceiling and two marble statues of men in niches on either side of a central table. On the table is an arrangement of flowers in a vase. There are two chairs placed opposite each other near the table. The walls are decorated with pilasters and the floor has a Greek key border. The image is in the classical style and conveys a sense of luxury and grandeur.,2491693063,sd3.5-large-turbo,5,https://storage.googleapis.com/promptsteering/bc8bcdcb-b966-4292-8d33-7d605a4b4c2f.png,An elegant house with white floor and black patterns. There are stairs going up to the right. Two status on the two sides of the room. A black and white table and chairs in the middle. A chandelier hanging from the ceiling. Warm yellow lights. There is a flower on the table. The statues are those greek type. You can only see the stari going up to the right. There are no windows visible. There is light coming from the ceiling. The floor is white and has black lines on it randomly. The table and the chairs are in a black circle. The stairs are curved,2491693063,0.789324939250946
https://storage.googleapis.com/promptsteering/49224c3b-fd5a-4067-8055-0c34040080ce.png,5ca9f1578d77140001bac8dc,"A bed with a dark brown headboard and white linens. There are three pillows on the bed, two are dark grey with a white floral pattern, and one is a solid grey color. The bed is made and the linens are slightly rumpled. There is a dark brown nightstand to the left of the bed with a white lamp on it. The nightstand is made of wood and has a drawer. The floor is bare wood, and there is a white wall with a dark brown baseboard. There is a dark brown door opposite the bed, and a window to the left of the nightstand.",4249441227,sd3.5-large-turbo,1,https://storage.googleapis.com/promptsteering/52e85090-20e1-48c1-ac0b-012ab074f4b5.png,"A black bed with white sheets, white blankets and two black pillows. There is a small black cabinet barely in the picture with a white lamp again barely shown. The walls are white and the floor is dark wood.",2481868217,0.6964534521102905
https://storage.googleapis.com/promptsteering/49224c3b-fd5a-4067-8055-0c34040080ce.png,5ca9f1578d77140001bac8dc,"A bed with a dark brown headboard and white linens. There are three pillows on the bed, two are dark grey with a white floral pattern, and one is a solid grey color. The bed is made and the linens are slightly rumpled. There is a dark brown nightstand to the left of the bed with a white lamp on it. The nightstand is made of wood and has a drawer. The floor is bare wood, and there is a white wall with a dark brown baseboard. There is a dark brown door opposite the bed, and a window to the left of the nightstand.",4249441227,sd3.5-large-turbo,2,https://storage.googleapis.com/promptsteering/b6b3bad8-d826-4e3d-b255-34622c640fae.png,"A black bed with white sheets, white blankets and two black pillows. There is a small black cabinet barely in the picture with a white lamp again barely shown. The walls are white and the floor is dark wood. you see the bed from the right. There are small white patters on the pillows.",4249441227,0.8538641929626465
https://storage.googleapis.com/promptsteering/49224c3b-fd5a-4067-8055-0c34040080ce.png,5ca9f1578d77140001bac8dc,"A bed with a dark brown headboard and white linens. There are three pillows on the bed, two are dark grey with a white floral pattern, and one is a solid grey color. The bed is made and the linens are slightly rumpled. There is a dark brown nightstand to the left of the bed with a white lamp on it. The nightstand is made of wood and has a drawer. The floor is bare wood, and there is a white wall with a dark brown baseboard. There is a dark brown door opposite the bed, and a window to the left of the nightstand.",4249441227,sd3.5-large-turbo,3,https://storage.googleapis.com/promptsteering/72cf583d-984c-4dfd-a62a-ac0676e07e6d.png,"A black bed with white sheets, white blankets and two black pillows.The two black pillows have small white patterns on them. There is a small black cabinet barely in the picture with a white lamp again barely shown on the right. The walls are white and the floor is dark wood. you see the bed from the right. ",4249441227,0.8448205590248108
https://storage.googleapis.com/promptsteering/49224c3b-fd5a-4067-8055-0c34040080ce.png,5ca9f1578d77140001bac8dc,"A bed with a dark brown headboard and white linens. There are three pillows on the bed, two are dark grey with a white floral pattern, and one is a solid grey color. The bed is made and the linens are slightly rumpled. There is a dark brown nightstand to the left of the bed with a white lamp on it. The nightstand is made of wood and has a drawer. The floor is bare wood, and there is a white wall with a dark brown baseboard. There is a dark brown door opposite the bed, and a window to the left of the nightstand.",4249441227,sd3.5-large-turbo,4,https://storage.googleapis.com/promptsteering/9201876f-8512-43c2-9d9a-3f09c460a1fe.png,"A black bed with white sheets, white blankets and two black pillows.The two black pillows have small white patterns on them. There is a small black cabinet barely in the picture with a white lamp again barely shown on the left. The walls are white and the floor is dark wood. you see the bed from the right. ",2481868217,0.781816840171814
