goal_image,model,steering_user_id,user_id,choice,last_chosen,first_attempt,last_attempt
https://storage.googleapis.com/promptsteering/a9bec3cc-3b69-4cf4-94ee-034730bbe639.png,dall-e-3,67609dc51817400f95f9db14,67079a341ff074343784e212,https://storage.googleapis.com/promptsteering/25b4d154-587b-4dc3-a5dd-273c0f07d9bb.png,True,https://storage.googleapis.com/promptsteering/35d71193-14ba-4788-8f5c-101ca7a3bbe9.png,https://storage.googleapis.com/promptsteering/25b4d154-587b-4dc3-a5dd-273c0f07d9bb.png
https://storage.googleapis.com/promptsteering/9e213d7a-feb1-4b13-89fe-37f1c80d3e65.png,photon-flash,6135136c00807fc92b968e67,67079a341ff074343784e212,https://storage.googleapis.com/promptsteering/36b503d6-0417-496c-b7ad-2a77fcaf1819.png,False,https://storage.googleapis.com/promptsteering/36b503d6-0417-496c-b7ad-2a77fcaf1819.png,https://storage.googleapis.com/promptsteering/12ad3869-8e27-4a90-840a-10fe64410901.png
https://storage.googleapis.com/promptsteering/fb7a107b-8be8-4a62-94af-676baf97e150.png,dall-e-2,668b1f12cacd66a9de9d5394,67079a341ff074343784e212,https://storage.googleapis.com/promptsteering/282d39c7-d724-488a-b792-82266c3b9028.png,False,https://storage.googleapis.com/promptsteering/282d39c7-d724-488a-b792-82266c3b9028.png,https://storage.googleapis.com/promptsteering/e60a2426-3fb6-4200-b617-a7f1ecf34f78.png
https://storage.googleapis.com/promptsteering/71ab9467-5fe5-4666-97ee-79fa8d1eb7a4.png,dall-e-2,66e34b8c7794ea31ff3f31cf,67079a341ff074343784e212,https://storage.googleapis.com/promptsteering/7640ab3d-e10f-49f2-8476-938acd38c838.png,True,https://storage.googleapis.com/promptsteering/f219c61a-3315-49c4-8df3-1d12ada9de04.png,https://storage.googleapis.com/promptsteering/7640ab3d-e10f-49f2-8476-938acd38c838.png
https://storage.googleapis.com/promptsteering/33453287-3bea-4760-aa01-908589eeecd1.png,flux-1.1-pro-ultra,60f801efc0846c47e4e755e6,67079a341ff074343784e212,https://storage.googleapis.com/promptsteering/73c7e36d-a8ca-40b9-9d70-21674d5cc5bf.png,False,https://storage.googleapis.com/promptsteering/73c7e36d-a8ca-40b9-9d70-21674d5cc5bf.png,https://storage.googleapis.com/promptsteering/ccddb60e-288a-4299-acbb-8b1170ee3d26.png
https://storage.googleapis.com/promptsteering/56e5e425-ace5-4e6a-b6c7-a9b813baaa35.png,sd3.5-medium,6601f71e9454aed17cf02f2a,67079a341ff074343784e212,https://storage.googleapis.com/promptsteering/78e7f93d-210c-4f02-a53c-d0eda9cae9ae.png,True,https://storage.googleapis.com/promptsteering/6fb47fdb-7107-4bce-a276-bab4683c58bf.png,https://storage.googleapis.com/promptsteering/78e7f93d-210c-4f02-a53c-d0eda9cae9ae.png
https://storage.googleapis.com/promptsteering/f3827a37-12d4-4b62-ab6a-1210fd72e0d5.png,flux-1.1-pro-ultra,5fea2b5ebd6f23a036123648,67079a341ff074343784e212,https://storage.googleapis.com/promptsteering/be7d4dcd-ee37-4efe-88cf-e1ec166f873a.png,False,https://storage.googleapis.com/promptsteering/be7d4dcd-ee37-4efe-88cf-e1ec166f873a.png,https://storage.googleapis.com/promptsteering/78cdb7e8-2ec2-4bb5-9372-97c4880adc4f.png
https://storage.googleapis.com/promptsteering/83c727a7-4a02-4c4f-99d4-76fa065689a2.png,sd3.5-large,673c2f64434c71ae8abbd897,67079a341ff074343784e212,https://storage.googleapis.com/promptsteering/dfe0e18b-fe78-4e55-98a3-06e2050e68c1.png,False,https://storage.googleapis.com/promptsteering/dfe0e18b-fe78-4e55-98a3-06e2050e68c1.png,https://storage.googleapis.com/promptsteering/789f1957-5612-4e1f-bedc-6d0e383ed644.png
https://storage.googleapis.com/promptsteering/4e0d5730-7cdd-4bf8-95a3-817b75348eff.png,photon-flash,66774233add67a4a8e71398e,67079a341ff074343784e212,https://storage.googleapis.com/promptsteering/67b3602b-17c2-47b9-b975-596a6b450f91.png,True,https://storage.googleapis.com/promptsteering/3f69a95d-5803-4ad4-b555-b975de0a6782.png,https://storage.googleapis.com/promptsteering/67b3602b-17c2-47b9-b975-596a6b450f91.png
https://storage.googleapis.com/promptsteering/b3e53d19-f0f0-4a97-bcbe-de1ef4f4de49.png,sd3.5-large,6659cba171cfa5c88e0f2f2d,67079a341ff074343784e212,https://storage.googleapis.com/promptsteering/cd3a8a71-f38a-4f51-9eae-4b74d8f67870.png,True,https://storage.googleapis.com/promptsteering/7897998e-c697-46e7-a1fa-a650e85f2136.png,https://storage.googleapis.com/promptsteering/cd3a8a71-f38a-4f51-9eae-4b74d8f67870.png
https://storage.googleapis.com/promptsteering/33c9f0fc-cbed-48c3-a382-bfd6a15e20db.png,sd3-large,66cf2538b70aa2897abebfb1,67079a341ff074343784e212,https://storage.googleapis.com/promptsteering/cc9b321f-db11-46b5-a9f5-5e68c6555859.png,True,https://storage.googleapis.com/promptsteering/05519631-0710-4ff3-8fda-1ff6cf128a7d.png,https://storage.googleapis.com/promptsteering/cc9b321f-db11-46b5-a9f5-5e68c6555859.png
https://storage.googleapis.com/promptsteering/0e578dd8-df9a-4a68-b3bb-f7732178c683.png,ideogram-v2-turbo,658c1f91c0e5d908b094430e,67079a341ff074343784e212,https://storage.googleapis.com/promptsteering/97a1c65e-9ca6-42e6-b923-2acb0cdf4daf.png,False,https://storage.googleapis.com/promptsteering/97a1c65e-9ca6-42e6-b923-2acb0cdf4daf.png,https://storage.googleapis.com/promptsteering/ec389134-c306-4fa8-bcc1-0a089c97d85a.png
https://storage.googleapis.com/promptsteering/789761d7-5554-4d43-a43a-6f7eaf8fef96.png,photon-flash,661ff1375e36e533ec479a8c,67079a341ff074343784e212,https://storage.googleapis.com/promptsteering/d5210514-305e-4e0b-929d-c0cfd863be7c.png,False,https://storage.googleapis.com/promptsteering/d5210514-305e-4e0b-929d-c0cfd863be7c.png,https://storage.googleapis.com/promptsteering/b4ca23ea-8715-4f37-9021-bdd4231e5dab.png
https://storage.googleapis.com/promptsteering/8972f285-06f9-4446-be86-5e17c41a9dbc.png,dall-e-3,60bbc368a316ee5421a1153b,67079a341ff074343784e212,https://storage.googleapis.com/promptsteering/1b569ceb-b448-4446-a552-2f1cbd21c154.png,True,https://storage.googleapis.com/promptsteering/6e486c2a-9c54-4f68-99eb-02d08850567e.png,https://storage.googleapis.com/promptsteering/1b569ceb-b448-4446-a552-2f1cbd21c154.png
https://storage.googleapis.com/promptsteering/478a6f5b-9218-497e-a49c-9c32a2609aca.png,dall-e-2,5f9197ba39d009000b3d9268,67079a341ff074343784e212,https://storage.googleapis.com/promptsteering/8390f227-9815-475b-910a-ed49c9d4687e.png,True,https://storage.googleapis.com/promptsteering/c7a99879-c89a-43ea-b069-7536f933211d.png,https://storage.googleapis.com/promptsteering/8390f227-9815-475b-910a-ed49c9d4687e.png
https://storage.googleapis.com/promptsteering/e013b140-c464-4367-ad1d-814d47fa84d8.png,flux-dev,6762c31d8274c84533ad544a,67079a341ff074343784e212,https://storage.googleapis.com/promptsteering/450b6efb-ec8b-4946-b34d-8dedb39715c2.png,False,https://storage.googleapis.com/promptsteering/450b6efb-ec8b-4946-b34d-8dedb39715c2.png,https://storage.googleapis.com/promptsteering/0221b385-fcfc-4811-8137-5ef107854219.png
